num_episodes,R_avg_tot,R_avg_curr
498,0.25877645611763,tensor(0.6349)
1035,0.241129383444786,tensor(0.4456)
29001,0.8174822330474854,tensor(0.6548)
30017,0.7537763118743896,tensor(0.6452)
31049,0.803188145160675,tensor(0.6488)
53010,0.7998352646827698,tensor(0.6429)
54000,0.8174822330474854,tensor(0.6359)
55013,0.7396588325500488,tensor(0.6486)
506,0.1775318086147308,tensor(0.6179)
1018,0.2664409279823303,tensor(0.4313)
1548,0.2635253369808197,tensor(0.5353)
2069,0.3250772953033447,tensor(0.4846)
