num_episodes,R_avg,n_examples
0.0,0.004275000188499689,13.0
1.0,0.008336249738931656,13.0
2.0,0.012419437058269978,13.0
3.0,0.051893461495637894,13.0
4.0,0.05334879085421562,13.0
5.0,0.0549563504755497,13.0
6.0,0.05585353076457977,13.0
7.0,0.05756085366010666,13.0
8.0,0.09945781528949738,13.0
9.0,0.09898492693901062,13.0
10.0,0.0983106791973114,13.0
11.0,0.09746764600276947,13.0
12.0,0.09709426760673523,13.0
13.0,0.09651455283164978,13.0
14.0,0.09576132893562317,13.0
15.0,0.0954732596874237,13.0
16.0,0.09458984434604645,13.0
17.0,0.0941353514790535,13.0
18.0,0.09370358288288116,13.0
19.0,0.09329340606927872,13.0
20.0,0.09227373450994492,13.0
21.0,0.09155029058456421,13.0
22.0,0.1315227746963501,13.0
23.0,0.1287941336631775,13.0
24.0,0.12662942707538605,13.0
25.0,0.12479795515537262,13.0
26.0,0.12167453020811081,13.0
27.0,0.16014081239700317,13.0
28.0,0.15598125755786896,13.0
29.0,0.15202969312667847,13.0
30.0,0.14789095520973206,13.0
31.0,0.14456890523433685,13.0
32.0,0.14118795096874237,13.0
33.0,0.13862855732440948,13.0
34.0,0.13534213602542877,13.0
35.0,0.17807503044605255,13.0
36.0,0.17322127521038055,13.0
37.0,0.16906021535396576,13.0
38.0,0.16510720551013947,13.0
39.0,0.16135184466838837,13.0
40.0,0.15755924582481384,13.0
41.0,0.15375378727912903,13.0
42.0,0.15034109354019165,13.0
43.0,0.19232404232025146,13.0
44.0,0.18551266193389893,13.0
45.0,0.18008452653884888,13.0
46.0,0.17535528540611267,13.0
47.0,0.17066001892089844,13.0
48.0,0.2116270214319229,13.0
49.0,0.20532065629959106,13.0
50.0,0.19871987402439117,13.0
51.0,0.19305887818336487,13.0
52.0,0.1879059374332428,13.0
53.0,0.18278563022613525,13.0
54.0,0.1781463474035263,13.0
55.0,0.21401402354240417,13.0
56.0,0.24808833003044128,13.0
57.0,0.2851839065551758,13.0
58.0,0.2747722268104553,13.0
59.0,0.2653086185455322,13.0
60.0,0.25609317421913147,13.0
61.0,0.24778851866722107,13.0
62.0,0.23967409133911133,13.0
63.0,0.23174038529396057,13.0
64.0,0.22465336322784424,13.0
65.0,0.2179206907749176,13.0
66.0,0.21152465045452118,13.0
67.0,0.20522341132164001,13.0
68.0,0.23548473417758942,13.0
69.0,0.2732104957103729,13.0
