num_episodes,R_avg_tot,R_avg_curr
206,0.1270506978034973,tensor(0.1088)
387,0.1765148043632507,tensor(0.1251)
583,0.1936792582273483,tensor(0.1543)
760,0.2085893154144287,tensor(0.1804)
938,0.309581995010376,tensor(0.2022)
3017,0.4929940402507782,tensor(0.4319)
5002,0.48040971159935,tensor(0.5037)
7038,0.4722000658512115,tensor(0.5273)
10022,0.5002904534339905,tensor(0.5911)
11021,0.4671909213066101,tensor(0.6107)
14027,0.491468220949173,tensor(0.6192)
16033,0.5157361626625061,tensor(0.6222)
18021,0.4441714882850647,tensor(0.6164)
19018,0.4730931520462036,tensor(0.6210)
21024,0.5096797943115234,tensor(0.6339)
22038,0.5143404603004456,tensor(0.6259)
24003,0.516068696975708,tensor(0.6177)
25008,0.4973558783531189,tensor(0.6202)
27014,0.5069059729576111,tensor(0.6225)
29000,0.4683723449707031,tensor(0.6155)
