num_episodes,R_avg_tot
276,0.1610996425151825
544,0.224202811717987
816,0.1803319156169891
41006,0.3348145484924316
290,0.1152784377336502
532,0.1590400338172912
758,0.2078351527452469
925,0.1982509344816208
3198,0.34604594111442566
