num_episodes,R_avg_tot,R_avg_curr
565,0.0866529047489166,tensor(0.1395)
16024,0.0901447832584381,tensor(0.1687)
32032,0.1357751637697219,tensor(0.2598)
39042,0.1287199109792709,tensor(0.3131)
50029,0.0962752923369407,tensor(0.2379)
60040,0.0557732172310352,tensor(0.1042)
63039,0.0665091127157211,tensor(0.1422)
64033,0.080282337963581,tensor(0.1552)
67008,0.0770369470119476,tensor(0.1745)
68017,0.0811102390289306,tensor(0.1660)
72015,0.0982706174254417,tensor(0.1817)
75020,0.0932749956846237,tensor(0.2337)
76049,0.1060609146952629,tensor(0.2091)
77004,0.1016927808523178,tensor(0.2116)
82026,0.0741497278213501,tensor(0.1923)
83026,0.0659756064414978,tensor(0.1546)
86009,0.0598745346069335,tensor(0.1249)
90034,0.1027914956212043,tensor(0.2476)
91023,0.123088538646698,tensor(0.2642)
93005,0.1238329783082008,tensor(0.2959)
94038,0.1187940165400505,tensor(0.3109)
98006,0.1379897892475128,tensor(0.3165)
100009,0.138243019580841,tensor(0.3528)
101019,0.1231778264045715,tensor(0.3568)
103027,0.1199712678790092,tensor(0.3321)
106016,0.118926040828228,tensor(0.3215)
107004,0.1116111427545547,tensor(0.3096)
113045,0.119422897696495,tensor(0.3307)
129013,0.1509778797626495,tensor(0.3619)
133044,0.1369947046041488,tensor(0.3509)
148031,0.1551644504070282,tensor(0.3957)
157043,0.1687065809965133,tensor(0.4600)
171030,0.147878423333168,tensor(0.4275)
176004,0.1551444977521896,tensor(0.4300)
190005,0.1631724089384079,tensor(0.3811)
195046,0.1562660634517669,tensor(0.4110)
199021,0.1487111300230026,tensor(0.4033)
220011,0.1368913501501083,tensor(0.3977)
230035,0.1282222718000412,tensor(0.3918)
236026,0.1543248444795608,tensor(0.3983)
256043,0.1401194334030151,tensor(0.3699)
271042,0.159194141626358,tensor(0.4173)
273035,0.1677711009979248,tensor(0.4245)
287022,0.1390016674995422,tensor(0.3838)
297019,0.1587812304496765,tensor(0.3746)
298005,0.1539614796638488,tensor(0.3929)
305045,0.1421302407979965,tensor(0.3830)
316049,0.1584897935390472,tensor(0.3524)
321014,0.1458052545785904,tensor(0.3765)
336025,0.1318274885416031,tensor(0.3596)
341032,0.1712284088134765,tensor(0.3696)
356005,0.1391511857509613,tensor(0.3639)
361041,0.1412959098815918,tensor(0.3701)
366006,0.1610568761825561,tensor(0.3760)
377040,0.1472641825675964,tensor(0.3669)
391008,0.1469961404800415,tensor(0.3439)
396019,0.1423816382884979,tensor(0.3743)
406048,0.1431805342435836,tensor(0.3855)
420047,0.1471814066171646,tensor(0.3751)
429036,0.1548290103673935,tensor(0.3758)
438028,0.1508767306804657,tensor(0.3914)
452015,0.1593360155820846,tensor(0.4048)
457022,0.1457217633724212,tensor(0.3943)
462007,0.1560125052928924,tensor(0.3804)
466002,0.1431664675474167,tensor(0.4588)
471044,0.1475243866443634,tensor(0.4129)
489008,0.1647588312625885,tensor(0.4352)
502048,0.1782499402761459,tensor(0.4401)
521016,0.15790556371212,tensor(0.4827)
530048,0.1722037494182586,tensor(0.4913)
535011,0.1664431691169738,tensor(0.4493)
544009,0.1692612171173095,tensor(0.4992)
592026,0.1548380106687545,tensor(0.5040)
605003,0.1744611114263534,tensor(0.4908)
614009,0.1671627163887024,tensor(0.5167)
623021,0.1660133004188537,tensor(0.4865)
632048,0.1969487071037292,tensor(0.4678)
650016,0.1726138293743133,tensor(0.5058)
655004,0.1786021292209625,tensor(0.4772)
660012,0.1835457235574722,tensor(0.4327)
665002,0.1552485525608062,tensor(0.4319)
671025,0.1601463258266449,tensor(0.4440)
675008,0.178181305527687,tensor(0.4431)
676011,0.1846822947263717,tensor(0.4352)
679047,0.1590560376644134,tensor(0.4024)
683015,0.1574759036302566,tensor(0.3822)
687022,0.1747427135705948,tensor(0.4756)
690013,0.1687079966068267,tensor(0.4546)
696036,0.1457641720771789,tensor(0.3717)
698029,0.1398224532604217,tensor(0.3509)
699032,0.1396300047636032,tensor(0.3435)
704009,0.1658033281564712,tensor(0.4591)
707019,0.1553025394678115,tensor(0.4243)
708019,0.16152164340019226,tensor(0.3963)
