num_episodes,R_avg_tot,R_avg_curr
809,0.2017194181680679,tensor(0.2407)
6012,0.4322814345359802,tensor(0.6381)
9626,0.4493555724620819,tensor(0.7752)
10376,0.4612036943435669,tensor(0.8440)
