num_episodes,R_avg_tot,R_avg_curr
534,0.0824813321232795,tensor(0.1300)
1088,0.099979929625988,tensor(0.1354)
1634,0.0994974225759506,tensor(0.1539)
603,0.1962213367223739,tensor(0.1802)
9011,0.2787410020828247,tensor(0.6750)
565,0.1285667419433593,tensor(0.1796)
17356,0.454404205083847,tensor(0.6779)
537,0.1365464925765991,tensor(0.1728)
7016,-0.0781625658273696,tensor(0.5906)
551,0.1689547598361969,tensor(0.1680)
4353,0.4191547036170959,tensor(0.5152)
4898,0.3981547057628631,tensor(0.6109)
548,0.122954748570919,tensor(0.1607)
529,0.1098254099488258,tensor(0.1597)
2138,0.3158872723579407,tensor(0.2776)
2676,0.3341547548770904,tensor(0.3834)
532,0.0963182896375656,tensor(0.1441)
553,0.0975720286369323,tensor(0.1823)
552,0.1291801929473877,tensor(0.1499)
542,0.1318254023790359,tensor(0.1463)
525,0.1188254058361053,tensor(0.1518)
624,0.1569756120443344,tensor(0.1656)
613,0.1549905836582183,tensor(0.1676)
621,0.151253193616867,tensor(0.1811)
633,0.1909748464822769,tensor(0.1585)
1818,0.1369368731975555,tensor(0.2925)
2389,0.1444112807512283,tensor(0.3653)
652,0.1306617707014084,tensor(0.1648)
1244,0.136377066373825,tensor(0.2120)
1845,0.27738717198371887,tensor(0.2745)
