num_episodes,R_avg_tot,R_avg_curr
513,0.0873291864991188,tensor(0.1305)
1039,0.0872164443135261,tensor(0.1361)
1565,0.1041065230965614,tensor(0.1358)
526,0.1398254036903381,tensor(0.1602)
1037,0.2079547494649887,tensor(0.1868)
2600,0.3622547686100006,tensor(0.3498)
4172,0.4330247342586517,tensor(0.5647)
501,0.1488254070281982,tensor(0.1504)
1034,0.1762447506189346,tensor(0.1902)
5307,-0.1136193349957466,tensor(0.6150)
5819,0.4923247098922729,tensor(0.6823)
600,0.1435695588588714,tensor(0.1724)
667,0.1936401575803756,tensor(0.1615)
1995,0.3372469246387481,tensor(0.2906)
2592,0.3787693977355957,tensor(0.3854)
