num_episodes,R_avg_tot,R_avg_curr
669,0.0908847227692604,tensor(0.1275)
1309,0.074578009545803,tensor(0.1429)
799,-4.129552364349365,tensor(-1.0203)
3003,-7.393996238708496,tensor(-0.6813)
556,0.1362833380699157,tensor(0.1556)
2022,0.1840789318084716,tensor(0.2414)
4043,0.0758902356028556,tensor(0.3860)
7008,-1.35330331325531,tensor(0.5252)
12033,-0.1344467103481292,tensor(0.5629)
17037,0.3237414956092834,tensor(0.5384)
24031,0.3269733488559723,tensor(0.5436)
29013,0.3423672616481781,tensor(0.5739)
32950,-0.7169404625892639,tensor(0.6821)
33306,-0.3521527945995331,tensor(0.7017)
643,0.1679547578096389,tensor(0.1659)
1289,0.1858254075050354,tensor(0.2155)
1925,0.20074039697647095,tensor(0.3098)
