num_episodes,R_avg_tot,R_avg_curr
470,0.0872439071536064,tensor(0.1265)
958,0.0812412500381469,tensor(0.1265)
18007,0.2206703573465347,tensor(0.5869)
485,0.1480000764131546,tensor(0.1228)
478,0.121936522424221,tensor(0.1094)
492,0.112848661839962,tensor(0.1089)
1014,0.119244746863842,tensor(0.1172)
484,0.1119000762701034,tensor(0.1175)
499,0.0929007530212402,tensor(0.1184)
489,0.1270980387926101,tensor(0.1155)
483,0.1219547465443611,tensor(0.1176)
984,0.1408871412277221,tensor(0.1252)
2936,0.2360095381736755,tensor(0.1681)
3420,0.1940547525882721,tensor(0.1782)
699,0.1968881040811538,tensor(0.1825)
15011,0.5755041837692261,tensor(0.6697)
28039,0.5641732215881348,tensor(0.6819)
652,0.21835032105445862,tensor(0.1556)
